Assignments,URL,ContentId,Author,MSTgtPltfrm,New Name Slug,_______,________,_____,Redirect to:,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-sql-server-security-considerations/,virtual-machines-sql-server-security-considerations,jroth,vm-windows-sql-server,asm_sql_security,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-vmss-walkthrough/,virtual-machines-vmss-walkthrough,davidmu,na,arm_ps_vmss_create,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-vmss-walkthrough-cli/,virtual-machines-vmss-walkthrough-cli,davidmu,na,arm_cli_vmss_create,,,__,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-high-availability-lob-application/,virtual-machines-workload-high-availability-lob-application,josephd,Windows,arm_lob,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-high-availability-lob-application-overview/,virtual-machines-workload-high-availability-lob-application-overview,josephd,Windows,arm_lob_overview,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-high-availability-lob-application-phase1/,virtual-machines-workload-high-availability-lob-application-phase1,josephd,Windows,arm_ps_lob_ph1,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-high-availability-lob-application-phase2/,virtual-machines-workload-high-availability-lob-application-phase2,josephd,Windows,arm_ps_lob_ph2,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-high-availability-lob-application-phase3/,virtual-machines-workload-high-availability-lob-application-phase3,josephd,Windows,arm_ps_lob_ph3,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-high-availability-lob-application-phase4/,virtual-machines-workload-high-availability-lob-application-phase4,josephd,Windows,arm_ps_lob_ph4,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-high-availability-lob-application-phase5/,virtual-machines-workload-high-availability-lob-application-phase5,josephd,Windows,arm_ps_lob_ph5,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-intranet-sharepoint-farm/,virtual-machines-workload-intranet-sharepoint-farm,josephd,Windows,arm_sp_intranet,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-intranet-sharepoint-overview/,virtual-machines-workload-intranet-sharepoint-overview,josephd,Windows,arm_sp_intranet_overview,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-intranet-sharepoint-phase1/,virtual-machines-workload-intranet-sharepoint-phase1,josephd,Windows,arm_ps_sp_intranet_ph1,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-intranet-sharepoint-phase2/,virtual-machines-workload-intranet-sharepoint-phase2,josephd,Windows,arm_ps_sp_intranet_ph2,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-intranet-sharepoint-phase3/,virtual-machines-workload-intranet-sharepoint-phase3,josephd,Windows,arm_ps_sp_intranet_ph3,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-intranet-sharepoint-phase4/,virtual-machines-workload-intranet-sharepoint-phase4,josephd,Windows,arm_ps_sp_intranet_ph4,,__,,,
davidmu,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-workload-intranet-sharepoint-phase5/,virtual-machines-workload-intranet-sharepoint-phase5,josephd,Windows,arm_ps_sp_intranet_ph5,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/resource-group-create-work-id-from-personal/,resource-group-create-work-id-from-personal,rasquill,na,create_aad_work_id,__,__,__,Windows,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/resource-groups-vm-searching/,resource-groups-vm-searching,rasquill,command-line-interface,arm_cli_ps_find_vm_image,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-app-frameworks/,virtual-machines-app-frameworks,rasquill,NA,arm_app_frameworks,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-create-fqdn-on-portal/,virtual-machines-create-fqdn-on-portal,dkshir,na,arm_portal_create_fqdn,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-deis-cluster/,virtual-machines-deis-cluster,hbai,vm-linux,arm_deis_cluster,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-deploy-rmtemplates-azure-cli/,virtual-machines-deploy-rmtemplates-azure-cli,rasquill,na,arm_cli_deploy_templates,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-docker-machine/,virtual-machines-docker-machine,rasquill,vm-linux,asm_docker_machine,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-docker-swarm/,virtual-machines-docker-swarm,rasquill,vm-linux,asm_docker_swarm,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-docker-ubuntu-quickstart/,virtual-machines-docker-ubuntu-quickstart,rasquill,vm-linux,asm_docker_quickstart,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-docker-vm-extension/,virtual-machines-docker-vm-extension,rasquill,vm-linux,docker_vm_extension,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-docker-with-portal/,virtual-machines-docker-with-portal,rasquill,vm-linux,asm_portal_use_docker,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-docker-with-xplat-cli/,virtual-machines-docker-with-xplat-cli,rasquill,vm-linux,asm_cli_use_docker,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-extensions-agent-about/,virtual-machines-extensions-agent-about,rasquill,vm-multiple,asm_agents_and_extensions,__,__,__,Windows,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-extensions-features/,virtual-machines-extensions-features,rasquill,vm-multiple,extensions_features,__,__,__,Windows,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-extensions-install/,virtual-machines-extensions-install,rasquill,vm-multiple,asm_manage_extensions,__,__,__,Windows,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-extensions-log-collector/,virtual-machines-extensions-log-collector,rasquill,nad,log_collector_extension,__,__,__,Windows,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-how-to-inject-custom-data/,virtual-machines-how-to-inject-custom-data,rasquill,vm-windows,asm_inject_custom_data,__,__,__,Windows,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-infrastructure-services-implementation-guidelines/,virtual-machines-infrastructure-services-implementation-guidelines,rasquill,na,infrastructure_service_guidelines,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-install-mongodb-windows-server/,virtual-machines-install-mongodb-windows-server,dkshir,vm-windows,asm_install_mongodb,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-install-symantec/,virtual-machines-install-symantec,dkshir,vm-multiple,asm_install_symantec,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-install-trend/,virtual-machines-install-trend,dkshir,vm-multiple,asm_install_trend,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-java-run-compute-intensive-task/,virtual-machines-java-run-compute-intensive-task,robmcm,vm-windows,asm_java_run_compute_intensive_task,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-java-run-tomcat-application-server/,virtual-machines-java-run-tomcat-application-server,robmcm,vm-windows,asm_java_run_tomcat_app_server,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-capture-image/,virtual-machines-linux-capture-image,dkshir,vm-linux,asm_capture_image,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-choices-create-vm/,virtual-machines-linux-choices-create-vm,dkshir,vm-linux,creation_choices,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-coreos-how-to/,virtual-machines-linux-coreos-how-to,rasquill,vm-linux,asm_coreos_howto,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-create-custom/,virtual-machines-linux-create-custom,dkshir,vm-linux,asm_create_custom_vm,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-create-upload-vhd/,virtual-machines-linux-create-upload-vhd,dkshir,vm-linux,asm_create_upload_vhd,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-how-to-attach-disk/,virtual-machines-linux-how-to-attach-disk,dkshir,vm-linux,asm_attach_disk,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-how-to-detach-disk/,virtual-machines-linux-how-to-detach-disk,dkshir,vm-linux,asm_detach_disk,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-how-to-log-on/,virtual-machines-linux-how-to-log-on,rasquill,vm-linux,asm_log_on_vm,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-opensource/,virtual-machines-linux-opensource,rasquill,vm-linux,opensource_links,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-script-lamp/,virtual-machines-linux-script-lamp,guybo,linux,asm_lamp_script,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-tutorial/,virtual-machines-linux-tutorial,rasquill,vm-linux,arm_cli_create_vm,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-tutorial-portal-rm/,virtual-machines-linux-tutorial-portal-rm,rasquill,vm-linux,arm_portal_create_vm,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-linux-use-ssh-key/,virtual-machines-linux-use-ssh-key,rasquill,vm-linux,ssh_from_linux,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-load-balance/,virtual-machines-load-balance,joaoma,vm-multiple,load_balance,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-planned-maintenance/,virtual-machines-planned-maintenance,drewm,vm-multiple,planned_maintenance,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-python-django-web-app-linux/,virtual-machines-python-django-web-app-linux,huvalo,vm-linux,arm_python_django_web_app,,,__,,ARM article tagged incorrectly as ASM
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-python-django-web-app-windows-server/,virtual-machines-python-django-web-app-windows-server,huvalo,vm-windows,asm_python_django_web_app,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-rdp-detailed-troubleshoot/,virtual-machines-rdp-detailed-troubleshoot,dkshir,vm-windows,detailed_troubleshoot_rdp,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-sap-on-linux-suse-quickstart/,virtual-machines-sap-on-linux-suse-quickstart,hermannd,vm-linux,arm_sap_on_suse_quickstart,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-sql-server-agent-extension/,virtual-machines-sql-server-agent-extension,jeffreyg,vm-windows-sql-server,asm_sql_server_agent_extension,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-tagging-arm/,virtual-machines-tagging-arm,dkshir;memccror,vm-multiple,arm_tag_vm,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-troubleshoot-access-application/,virtual-machines-troubleshoot-access-application,dkshir,na,troubleshoot_app_connection,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-troubleshoot-remote-desktop-connections/,virtual-machines-troubleshoot-remote-desktop-connections,dkshir,vm-windows,troubleshoot_rdp_connection,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-troubleshoot-ssh-connections/,virtual-machines-troubleshoot-ssh-connections,dkshir,vm-linux,troubleshoot_ssh_connection,,,__,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-vms-containers/,virtual-machines-vms-containers,rasquill,infrastructure,vms_and_containers,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-vmss-overview/,virtual-machines-vmss-overview,guybo,na,arm_scale_sets_overview,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-vmss-vstemplates/,virtual-machines-vmss-vstemplates,guybo,na,arm_scale_sets_visual_studio,__,__,__,Linux,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-windows-reset-password/,virtual-machines-windows-reset-password,dkshir,vm-windows,arm_reset_rdp,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-windows-use-ssh-key/,virtual-machines-windows-use-ssh-key,rasquill,vm-linux,ssh_from_windows,,,__,,
cynthn,https://azure.microsoft.com/en-us/documentation/articles/arm_log_on_windows_vm/,virtual-machines-arm-log-on-windows-vm,cynthn,vm-windows-sql-server,arm_log_on,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-windows-capture-image-resource-manager/,virtual-machines-windows-capture-image-resource-manager,dkshir ,vm-windows,arm_capture_image,,__,,,
dkshir,https://azure.microsoft.com/en-us/documentation/articles/virtual-machines-upload-image-windows-resource-manager,virtual-machines-upload-image-windows-resource-manager,dkshir,vm-windows,arm_upload_image,,__,,,
